Date,Open,High,Low,Close,Volume
2024-01-01,106.48,107.24,104.8,105.63,25318
2024-01-02,103.91,105.13,103.3,104.84,24512
2024-01-03,103.78,105.12,103.01,104.54,13297
2024-01-04,104.68,106.29,103.85,105.54,35431
2024-01-05,104.64,105.98,103.94,105.56,26230
2024-01-06,103.68,104.44,103.46,103.8,11477
2024-01-07,104.85,105.87,104.84,105.73,12343
2024-01-08,106.29,107.2,105.67,106.43,41958
2024-01-09,105.84,106.83,105.56,106.12,13545
2024-01-10,105.72,105.87,104.61,104.96,14130
2024-01-11,107.15,107.24,105.89,106.44,19386
2024-01-12,107.24,108.11,106.06,106.71,11573
2024-01-13,105.34,105.82,104.86,105.24,34420
2024-01-14,105.07,106.48,104.83,106.03,18562
2024-01-15,104.36,105.14,104.33,104.65,32948
2024-01-16,105.89,106.73,105.56,106.57,35241
2024-01-17,104.64,105.32,103.72,104.99,17794
2024-01-18,103.34,103.76,102.87,103.55,28424
2024-01-19,103.86,105.58,103.56,104.84,16516
2024-01-20,103.19,104.6,102.31,103.85,11137
2024-01-21,105.75,106.7,105.17,105.41,32296
2024-01-22,106.49,107.43,106.47,107.38,30057
2024-01-23,107.68,107.69,106.68,107.25,22916
2024-01-24,106.0,106.07,105.17,105.95,28941
2024-01-25,105.69,106.22,105.45,105.66,31251
2024-01-26,107.55,107.82,106.05,107.02,28011
2024-01-27,107.52,107.92,106.14,106.69,16000
2024-01-28,106.21,106.65,106.19,106.56,24049
2024-01-29,108.43,108.47,107.16,107.48,33530
2024-01-30,107.97,109.47,107.54,108.48,12836
2024-01-31,107.31,107.54,106.87,107.16,22090
2024-02-01,107.16,108.12,106.86,107.77,30282
2024-02-02,108.12,108.39,106.62,107.18,35348
2024-02-03,106.48,106.95,105.79,106.81,40075
2024-02-04,105.84,106.79,104.92,105.62,18375
2024-02-05,103.91,105.01,103.68,104.13,49703
2024-02-06,105.99,106.56,105.82,105.91,19725
2024-02-07,106.52,106.65,105.92,106.47,42978
2024-02-08,106.48,107.37,106.11,106.99,43327
2024-02-09,107.83,108.25,106.78,107.43,16662
2024-02-10,105.95,107.32,105.78,106.44,35215
2024-02-11,105.35,105.48,103.95,104.77,29989
2024-02-12,102.8,103.71,101.45,102.27,14933
2024-02-13,100.22,101.53,99.66,101.02,43838
2024-02-14,101.49,101.87,100.32,100.6,12161
2024-02-15,97.96,98.92,97.28,98.35,32610
2024-02-16,97.65,98.2,96.69,97.29,14731
2024-02-17,96.45,96.89,95.43,96.37,28254
2024-02-18,95.92,96.85,94.94,96.41,34461
2024-02-19,95.27,95.99,95.18,95.73,33951
2024-02-20,94.42,96.14,93.51,95.15,30970
2024-02-21,92.91,93.07,92.02,92.95,42620
2024-02-22,92.53,93.35,91.8,91.93,46423
2024-02-23,92.22,92.56,91.41,91.64,19832
2024-02-24,90.05,90.28,89.8,90.24,37630
2024-02-25,89.32,89.98,88.78,89.1,30523
2024-02-26,88.32,89.13,87.55,88.81,14968
2024-02-27,86.76,87.65,85.95,87.26,38430
2024-02-28,88.34,88.67,86.73,87.44,35187
2024-02-29,86.99,87.21,86.57,87.21,32801
2024-03-01,86.78,87.76,85.78,86.17,29762
2024-03-02,83.92,84.15,83.38,83.81,24907
2024-03-03,81.94,82.35,81.04,81.57,23820
