Date,Open,High,Low,Close,Volume
2024-01-01,107.69,107.71,107.53,107.54,32068
2024-01-02,108.28,110.01,107.48,109.28,15384
2024-01-03,107.35,108.46,106.43,107.5,46333
2024-01-04,106.63,106.79,105.59,106.07,32319
2024-01-05,105.49,106.45,104.61,105.18,25398
2024-01-06,106.77,106.94,105.76,106.05,29482
2024-01-07,106.2,108.08,105.21,107.13,19176
2024-01-08,108.26,109.62,107.32,108.69,43489
2024-01-09,110.19,110.2,109.31,110.01,10788
2024-01-10,112.04,112.74,111.58,111.61,40772
2024-01-11,111.68,112.01,110.01,110.79,13628
2024-01-12,108.79,110.51,108.19,109.57,38010
2024-01-13,109.7,110.04,108.94,109.68,26207
2024-01-14,108.59,109.09,107.98,108.83,35931
2024-01-15,108.16,109.67,107.43,109.05,46986
2024-01-16,106.67,107.41,105.78,107.34,31056
2024-01-17,108.62,108.87,107.41,108.03,22548
2024-01-18,106.19,107.47,105.27,106.71,25041
2024-01-19,105.88,105.97,103.94,104.88,30615
2024-01-20,106.06,106.72,104.48,105.38,16740
2024-01-21,106.83,107.6,106.21,106.74,31489
2024-01-22,109.36,109.96,107.75,108.71,21968
2024-01-23,107.3,108.18,106.87,107.17,10862
2024-01-24,105.92,106.86,105.14,105.58,47296
2024-01-25,103.47,104.09,103.34,104.05,19031
2024-01-26,105.1,106.09,104.55,105.54,36088
2024-01-27,107.16,107.36,107.0,107.27,26807
2024-01-28,107.24,108.17,107.02,107.26,23682
2024-01-29,105.44,107.18,104.54,106.24,12276
2024-01-30,107.72,107.86,106.62,107.02,25657
2024-01-31,106.89,107.48,106.7,107.08,45378
2024-02-01,107.64,108.5,107.27,107.63,33280
2024-02-02,106.85,107.4,105.25,106.2,24304
2024-02-03,108.07,108.88,107.5,107.88,25835
2024-02-04,108.32,108.36,106.99,107.67,35484
2024-02-05,106.02,106.16,105.21,106.11,26119
2024-02-06,106.69,106.88,105.1,105.95,28847
2024-02-07,104.66,104.9,104.39,104.54,32807
2024-02-08,105.92,106.02,104.81,104.97,29736
2024-02-09,102.48,103.95,102.41,103.34,30301
2024-02-10,104.31,104.48,103.71,104.27,16927
2024-02-11,104.32,105.48,103.85,104.83,17834
2024-02-12,105.34,106.97,104.99,106.08,40092
2024-02-13,107.94,108.77,106.94,107.69,33321
2024-02-14,108.11,109.04,107.79,107.79,19194
2024-02-15,107.08,107.83,106.4,107.53,11242
2024-02-16,107.27,108.23,106.82,107.72,30033
2024-02-17,108.77,109.59,108.17,109.39,38937
2024-02-18,112.23,113.2,111.47,111.71,23540
2024-02-19,112.61,113.63,112.15,113.43,24731
2024-02-20,116.05,116.53,114.98,115.46,31846
2024-02-21,116.81,118.33,116.74,117.45,29033
2024-02-22,116.87,117.83,116.47,117.3,25886
2024-02-23,117.15,118.28,116.15,118.04,17737
2024-02-24,117.27,118.77,116.82,118.23,45383
2024-02-25,119.0,119.43,118.81,119.42,33546
2024-02-26,120.45,120.81,120.41,120.73,31617
2024-02-27,122.44,122.64,122.14,122.45,38821
2024-02-28,124.22,124.96,123.09,123.95,37517
2024-02-29,123.92,123.97,123.09,123.94,35327
2024-03-01,125.36,125.61,124.53,125.13,30364
2024-03-02,123.93,125.8,123.06,124.87,26255
2024-03-03,126.41,126.93,124.75,125.47,21910
