Date,Open,High,Low,Close,Volume
2024-01-01,72.43,72.9,70.47,71.46,42094
2024-01-02,69.42,70.47,68.52,70.24,32186
2024-01-03,68.29,68.99,68.14,68.42,40565
2024-01-04,67.28,68.83,67.24,68.13,37650
2024-01-05,67.52,68.25,66.7,67.78,27568
2024-01-06,68.6,69.52,68.46,68.47,16240
2024-01-07,68.71,69.6,68.52,69.15,18014
2024-01-08,69.27,70.7,68.37,70.26,17531
2024-01-09,70.91,71.5,69.39,70.16,17966
2024-01-10,70.34,71.25,69.34,70.39,40050
2024-01-11,70.48,71.35,69.57,71.06,33595
2024-01-12,70.63,71.31,69.6,70.32,40017
2024-01-13,69.9,70.26,69.4,69.49,45002
2024-01-14,68.28,69.26,67.05,67.94,40743
2024-01-15,67.98,68.64,66.45,67.23,28222
2024-01-16,65.67,66.65,65.13,66.2,39606
2024-01-17,67.92,67.93,66.75,67.4,20872
2024-01-18,65.98,66.34,64.65,65.56,26592
2024-01-19,66.15,66.23,65.01,65.78,45312
2024-01-20,63.58,64.8,62.78,63.84,25125
2024-01-21,63.37,63.95,62.18,62.42,32252
2024-01-22,61.8,62.15,60.97,61.68,20277
2024-01-23,62.45,64.18,62.32,63.32,23452
2024-01-24,65.51,66.15,64.95,65.26,25524
2024-01-25,66.37,67.22,65.97,66.01,23872
2024-01-26,64.52,65.52,63.76,65.01,17524
2024-01-27,63.81,64.6,63.16,63.84,14931
2024-01-28,63.43,63.91,63.42,63.43,17211
2024-01-29,64.39,65.22,63.49,63.58,15475
2024-01-30,62.69,63.2,61.69,62.55,38507
2024-01-31,62.31,63.32,61.38,63.07,48955
2024-02-01,65.0,65.77,63.77,64.39,13192
2024-02-02,66.48,66.6,65.15,65.92,43878
2024-02-03,67.15,68.02,66.79,67.65,12070
2024-02-04,65.95,66.43,64.83,65.76,36582
2024-02-05,63.14,64.24,62.17,64.14,44415
2024-02-06,62.83,63.99,62.02,63.26,36552
2024-02-07,64.58,65.37,62.72,63.65,38512
2024-02-08,64.87,65.89,64.83,65.01,39322
2024-02-09,62.46,63.9,62.38,63.19,28578
2024-02-10,64.92,65.2,64.08,64.62,23631
2024-02-11,65.41,65.42,63.86,64.83,18029
2024-02-12,62.33,63.53,61.37,62.84,15559
2024-02-13,63.97,64.2,62.33,63.08,42068
2024-02-14,61.26,61.5,60.69,60.75,22123
2024-02-15,59.98,61.2,59.58,60.36,31527
2024-02-16,59.55,60.44,57.75,58.59,28057
2024-02-17,59.35,60.27,57.9,58.37,47968
2024-02-18,57.28,58.2,56.85,57.34,44073
2024-02-19,56.39,57.14,56.13,56.38,48529
2024-02-20,55.29,56.83,55.09,55.97,30989
2024-02-21,53.75,54.18,53.38,53.66,42464
2024-02-22,52.59,53.51,51.54,51.87,14978
2024-02-23,49.49,50.15,49.4,50.02,28363
2024-02-24,48.8,50.51,48.28,49.7,47990
2024-02-25,49.21,49.8,48.61,48.76,27145
2024-02-26,47.32,48.37,47.08,47.97,45885
2024-02-27,47.36,47.99,46.53,46.92,43475
2024-02-28,47.79,47.87,46.41,46.94,41564
2024-02-29,45.6,45.9,44.18,45.16,36962
2024-03-01,43.52,43.67,42.35,43.32,33437
2024-03-02,40.18,41.94,39.36,41.12,31558
2024-03-03,39.89,40.64,38.9,40.0,27206
