Date,Open,High,Low,Close,Volume
2024-01-01,71.05,71.14,71.04,71.14,46452
2024-01-02,71.83,72.25,71.32,71.82,36522
2024-01-03,71.07,71.18,70.35,70.63,49535
2024-01-04,68.28,69.78,67.37,68.85,15758
2024-01-05,66.47,67.82,65.59,67.15,43571
2024-01-06,67.33,67.53,66.25,66.56,47926
2024-01-07,67.01,68.95,66.6,67.97,42761
2024-01-08,69.36,70.15,68.58,69.41,40757
2024-01-09,68.66,69.91,67.95,69.0,30982
2024-01-10,71.13,72.08,70.29,70.81,10047
2024-01-11,71.98,72.89,70.25,70.98,43621
2024-01-12,69.6,69.99,68.93,69.49,17274
2024-01-13,69.85,70.8,69.68,69.87,28653
2024-01-14,68.02,68.41,67.34,68.0,49951
2024-01-15,67.48,67.56,66.27,67.09,23922
2024-01-16,67.13,67.71,66.97,67.25,19305
2024-01-17,66.88,67.4,66.42,67.28,42163
2024-01-18,68.54,69.25,67.83,69.15,13610
2024-01-19,69.61,70.59,68.65,70.47,35693
2024-01-20,70.42,71.27,69.31,69.92,29199
2024-01-21,68.56,69.41,67.21,68.18,11715
2024-01-22,66.19,66.78,65.39,66.74,39990
2024-01-23,69.29,69.78,67.73,68.58,19623
2024-01-24,69.29,70.15,68.54,69.69,37389
2024-01-25,69.16,69.73,67.43,68.33,45580
2024-01-26,70.78,71.27,70.1,70.21,47669
2024-01-27,69.77,69.94,68.93,69.88,23170
2024-01-28,68.97,69.79,68.55,69.06,45011
2024-01-29,70.9,71.45,70.16,70.71,28272
2024-01-30,72.27,72.33,71.3,71.53,24043
2024-01-31,72.8,73.96,71.94,73.15,40527
2024-02-01,72.19,72.21,71.0,71.88,48611
2024-02-02,70.28,70.77,70.0,70.56,30037
2024-02-03,70.32,71.0,69.78,70.42,17413
2024-02-04,68.19,68.98,67.21,68.98,43716
2024-02-05,68.97,70.59,68.77,69.92,26721
2024-02-06,68.79,69.84,68.04,69.72,28256
2024-02-07,69.3,70.28,68.64,70.22,43797
2024-02-08,67.54,69.1,66.82,68.36,21061
2024-02-09,71.07,71.13,69.38,70.32,37427
2024-02-10,72.11,72.39,71.34,71.68,43995
2024-02-11,71.15,71.66,70.45,71.41,38970
2024-02-12,68.68,70.07,68.61,69.66,48068
2024-02-13,68.85,70.1,67.9,69.69,15148
2024-02-14,68.51,70.14,67.63,69.22,37146
2024-02-15,67.46,67.79,66.36,67.11,37311
2024-02-16,64.59,65.12,63.81,65.04,23025
2024-02-17,64.67,65.63,63.65,64.44,13156
2024-02-18,63.89,64.09,62.81,63.53,31542
2024-02-19,61.36,62.34,60.35,61.21,39150
2024-02-20,60.2,60.61,59.51,59.99,34094
2024-02-21,56.98,58.45,56.26,57.87,48411
2024-02-22,55.51,56.15,55.12,56.0,20331
2024-02-23,54.45,55.4,53.52,54.73,40278
2024-02-24,53.18,53.34,52.82,52.93,24278
2024-02-25,50.97,51.53,50.76,51.21,22170
2024-02-26,50.04,50.33,48.98,49.89,32573
2024-02-27,48.16,48.27,47.66,48.09,22562
2024-02-28,47.73,48.44,47.3,47.58,20179
2024-02-29,47.1,47.41,46.28,46.78,17053
2024-03-01,45.22,45.91,43.99,44.84,12639
2024-03-02,43.23,44.79,43.21,44.02,8224
2024-03-03,41.85,42.46,41.16,42.45,5593
