Date,Open,High,Low,Close,Volume
2024-01-01,89.74,90.94,89.08,90.28,34131
2024-01-02,88.18,88.94,87.69,88.59,47965
2024-01-03,90.56,91.22,90.29,90.4,17340
2024-01-04,91.2,92.14,90.17,90.53,29273
2024-01-05,91.7,92.3,90.93,91.12,44797
2024-01-06,88.61,90.23,88.41,89.48,20800
2024-01-07,89.91,90.14,89.18,90.03,41428
2024-01-08,89.64,90.91,89.34,90.16,41789
2024-01-09,91.2,92.57,90.64,91.88,36989
2024-01-10,94.06,94.77,92.69,93.68,43434
2024-01-11,93.94,94.81,93.81,94.59,24729
2024-01-12,96.66,97.04,96.31,96.48,36095
2024-01-13,95.49,96.21,94.55,94.98,29665
2024-01-14,92.61,93.75,92.0,93.54,34905
2024-01-15,91.7,92.57,91.41,92.49,27190
2024-01-16,91.17,92.11,90.31,91.15,32427
2024-01-17,92.21,92.94,91.37,91.47,15745
2024-01-18,93.0,93.68,92.54,93.36,10240
2024-01-19,90.88,91.79,90.24,91.38,15322
2024-01-20,92.58,94.05,91.97,93.25,38676
2024-01-21,92.96,93.15,91.64,92.43,48065
2024-01-22,94.3,94.47,93.62,93.74,40530
2024-01-23,96.25,96.56,95.17,95.65,44332
2024-01-24,96.49,97.2,95.99,96.14,27763
2024-01-25,97.92,98.87,96.22,96.96,15109
2024-01-26,97.67,98.67,96.82,98.44,15594
2024-01-27,100.34,100.52,99.42,100.17,40965
2024-01-28,100.44,100.68,99.82,100.15,22455
2024-01-29,100.99,102.34,100.94,101.58,42624
2024-01-30,101.36,101.56,100.16,100.51,17119
2024-01-31,100.76,102.04,100.54,101.21,24275
2024-02-01,102.59,102.95,101.78,101.98,40118
2024-02-02,101.23,101.96,100.32,101.84,17831
2024-02-03,102.24,102.8,101.99,102.02,44567
2024-02-04,100.26,101.01,99.34,100.43,34171
2024-02-05,99.26,99.71,98.08,98.8,38273
2024-02-06,99.72,100.65,99.44,100.54,33626
2024-02-07,100.36,101.85,99.4,100.91,49510
2024-02-08,99.78,100.01,98.72,99.36,43129
2024-02-09,100.97,101.7,99.59,100.38,35067
2024-02-10,99.14,99.49,98.29,98.8,22254
2024-02-11,100.68,101.42,98.85,99.77,23898
2024-02-12,100.43,101.41,99.3,99.52,29480
2024-02-13,100.05,100.52,98.8,99.54,21546
2024-02-14,102.38,103.33,101.96,102.0,34168
2024-02-15,104.29,104.75,102.91,103.43,15423
2024-02-16,105.58,106.09,105.14,105.74,27779
2024-02-17,107.11,107.51,105.73,106.56,25671
2024-02-18,107.82,108.46,106.97,107.48,13998
2024-02-19,107.68,108.38,106.9,107.23,20661
2024-02-20,110.32,110.44,109.23,109.72,25923
2024-02-21,110.65,111.1,109.93,110.76,42482
2024-02-22,111.68,112.9,111.03,112.59,24097
2024-02-23,113.64,114.96,113.54,114.38,31407
2024-02-24,115.08,116.54,115.01,115.92,40259
2024-02-25,118.14,118.33,117.54,117.97,10254
2024-02-26,118.67,119.17,117.93,117.93,23541
2024-02-27,119.72,120.61,119.29,119.42,32024
2024-02-28,119.98,120.4,119.01,120.35,30017
2024-02-29,121.35,121.55,120.71,120.88,26737
2024-03-01,121.73,122.06,120.61,121.5,23032
2024-03-02,123.49,124.17,123.11,123.22,21155
2024-03-03,124.63,125.02,123.18,124.14,18472
