Date,Open,High,Low,Close,Volume
2024-01-01,125.91,126.24,125.54,125.77,13660
2024-01-02,124.48,125.79,123.55,125.34,28265
2024-01-03,123.72,124.2,122.43,123.43,38064
2024-01-04,121.41,121.92,121.2,121.69,20705
2024-01-05,122.47,122.74,120.64,121.53,22368
2024-01-06,121.95,122.74,120.64,121.63,46046
2024-01-07,119.48,120.17,119.48,119.79,40136
2024-01-08,118.17,119.96,117.55,119.13,41229
2024-01-09,118.38,119.11,117.5,118.37,13884
2024-01-10,115.87,117.59,115.33,116.67,34419
2024-01-11,115.01,115.4,114.6,114.94,48105
2024-01-12,114.08,114.76,113.35,113.42,14062
2024-01-13,114.68,114.95,113.25,113.9,32497
2024-01-14,113.74,115.15,113.5,114.2,47779
2024-01-15,112.36,113.46,111.92,112.95,35406
2024-01-16,113.37,113.81,111.77,112.5,16944
2024-01-17,114.04,115.1,113.43,114.42,30500
2024-01-18,113.76,114.11,113.02,113.88,48226
2024-01-19,111.67,112.37,111.09,112.26,45805
2024-01-20,112.52,113.26,112.12,113.04,49039
2024-01-21,113.8,114.07,111.85,112.82,12353
2024-01-22,114.03,114.37,112.46,113.43,27562
2024-01-23,110.72,112.41,110.23,111.55,42283
2024-01-24,111.55,111.8,110.92,111.07,30806
2024-01-25,110.51,111.62,109.59,111.27,31716
2024-01-26,112.57,112.78,112.3,112.58,45072
2024-01-27,110.56,110.82,109.59,110.61,22151
2024-01-28,111.29,112.2,110.76,111.11,11507
2024-01-29,111.17,111.43,110.3,110.97,19596
2024-01-30,112.32,113.22,112.16,112.53,32689
2024-01-31,111.02,112.44,110.59,111.52,20815
2024-02-01,110.83,111.76,110.44,110.46,24154
2024-02-02,111.2,111.8,110.25,111.0,20240
2024-02-03,112.51,112.81,111.85,111.88,26040
2024-02-04,109.89,111.36,108.99,110.54,36759
2024-02-05,111.45,112.57,110.66,112.31,35735
2024-02-06,112.81,114.03,112.14,113.25,38856
2024-02-07,113.51,114.36,113.06,113.18,20854
2024-02-08,113.86,113.92,112.28,113.22,40729
2024-02-09,111.57,112.58,110.66,111.65,40693
2024-02-10,112.32,113.65,111.72,113.16,36512
2024-02-11,112.21,112.97,111.53,111.76,46870
2024-02-12,109.37,110.25,109.25,109.57,24121
2024-02-13,109.09,109.37,108.53,108.79,31243
2024-02-14,106.92,108.2,106.06,107.88,17763
2024-02-15,105.86,106.77,104.97,105.63,43969
2024-02-16,106.72,106.83,105.34,105.77,14403
2024-02-17,105.93,105.97,105.09,105.71,33477
2024-02-18,103.75,105.21,103.28,104.59,24264
2024-02-19,102.28,103.27,101.97,102.68,38424
2024-02-20,101.65,102.91,100.79,102.6,41459
2024-02-21,103.21,103.89,101.31,102.21,29957
2024-02-22,102.04,102.75,101.38,102.65,33556
2024-02-23,101.09,101.52,100.22,100.4,44619
2024-02-24,99.35,99.99,98.96,99.78,21503
2024-02-25,99.48,99.96,98.86,99.51,17554
2024-02-26,99.37,100.03,98.42,99.29,42362
2024-02-27,99.06,99.65,97.47,98.44,25726
2024-02-28,96.91,97.58,96.1,97.44,21162
2024-02-29,97.23,97.8,96.26,96.92,17789
2024-03-01,94.46,95.33,93.46,94.99,16624
2024-03-02,95.5,96.49,94.48,94.68,12134
2024-03-03,94.55,94.85,93.66,94.42,8160
