Date,Open,High,Low,Close,Volume
2024-01-01,98.64,99.57,98.47,98.56,15224
2024-01-02,97.76,99.1,97.56,98.64,33671
2024-01-03,100.64,101.2,99.65,100.45,28151
2024-01-04,99.57,100.56,98.47,98.86,13425
2024-01-05,100.17,101.21,99.66,100.81,28979
2024-01-06,102.13,102.47,101.19,102.24,41261
2024-01-07,102.67,103.81,102.52,103.48,48130
2024-01-08,104.96,105.33,104.45,104.55,41104
2024-01-09,104.38,104.77,104.21,104.48,35100
2024-01-10,105.62,106.48,105.07,105.62,42252
2024-01-11,104.05,105.42,103.26,104.87,18734
2024-01-12,106.53,107.4,104.64,105.64,10700
2024-01-13,104.55,105.33,103.54,103.64,14473
2024-01-14,103.46,104.29,102.68,103.29,29866
2024-01-15,104.77,105.39,104.18,104.52,39690
2024-01-16,106.75,107.2,104.93,105.85,47452
2024-01-17,105.81,107.44,105.33,106.62,39217
2024-01-18,107.93,108.92,107.63,108.56,38187
2024-01-19,107.28,108.27,106.4,106.91,16020
2024-01-20,105.87,107.61,105.62,106.72,22860
2024-01-21,107.46,108.07,107.12,107.67,22557
2024-01-22,107.65,108.22,106.25,107.02,46376
2024-01-23,107.55,109.41,106.83,108.47,22039
2024-01-24,106.87,107.33,106.28,106.55,40600
2024-01-25,105.18,105.23,104.7,105.09,15971
2024-01-26,106.21,106.81,104.76,105.64,13185
2024-01-27,108.14,108.48,106.91,107.31,34945
2024-01-28,106.06,106.43,105.37,106.36,46189
2024-01-29,108.2,108.3,107.27,107.4,22603
2024-01-30,107.27,107.69,106.72,107.1,27658
2024-01-31,108.31,108.93,107.51,107.69,41486
2024-02-01,108.33,109.55,107.55,108.76,31190
2024-02-02,108.9,110.12,108.25,109.7,13943
2024-02-03,108.4,109.4,108.39,108.75,12985
2024-02-04,111.5,111.93,110.28,110.7,19652
2024-02-05,112.25,112.56,110.89,111.69,17930
2024-02-06,113.41,113.92,112.36,112.44,11066
2024-02-07,113.93,114.77,112.5,113.13,32952
2024-02-08,111.05,111.8,110.09,111.55,44850
2024-02-09,110.39,110.93,109.42,110.18,19092
2024-02-10,110.39,110.77,109.58,110.33,17547
2024-02-11,110.75,111.35,109.65,109.77,10661
2024-02-12,107.76,108.78,106.81,107.8,15671
2024-02-13,106.71,107.69,106.27,107.27,16083
2024-02-14,106.82,107.77,106.07,107.26,35671
2024-02-15,106.69,107.38,106.53,107.04,13894
2024-02-16,105.89,106.12,105.54,106.02,49784
2024-02-17,104.38,104.59,104.18,104.46,39449
2024-02-18,103.35,103.41,102.2,103.13,19280
2024-02-19,101.92,102.18,100.46,100.94,34650
2024-02-20,99.7,99.98,98.12,98.95,31914
2024-02-21,96.78,98.21,96.24,97.55,42637
2024-02-22,97.05,97.72,97.02,97.61,33264
2024-02-23,96.83,97.3,96.33,96.9,43508
2024-02-24,96.18,96.61,94.94,95.81,17057
2024-02-25,95.15,95.98,94.69,94.92,45104
2024-02-26,93.31,93.58,92.14,92.44,36474
2024-02-27,91.62,92.51,90.79,91.79,35468
2024-02-28,88.5,90.12,87.71,89.36,31134
2024-02-29,90.34,90.59,88.86,89.51,27579
2024-03-01,87.6,88.89,86.61,88.54,23542
2024-03-02,86.47,87.29,85.82,86.84,20601
2024-03-03,84.0,85.12,83.19,84.83,16749
