Date,Open,High,Low,Close,Volume
2024-01-01,122.23,122.95,121.42,121.54,24158
2024-01-02,123.58,124.08,122.69,122.97,40947
2024-01-03,120.72,122.25,120.49,121.47,29603
2024-01-04,121.0,121.51,120.13,120.96,27452
2024-01-05,121.05,122.64,120.68,121.89,22231
2024-01-06,120.69,120.78,120.28,120.32,28874
2024-01-07,118.09,118.91,117.84,118.58,41052
2024-01-08,120.18,120.41,118.56,119.54,29801
2024-01-09,120.34,120.93,119.2,120.01,10147
2024-01-10,121.05,121.79,120.05,121.55,47176
2024-01-11,122.91,123.6,122.22,122.42,26931
2024-01-12,122.24,123.1,121.71,122.74,15770
2024-01-13,123.37,125.11,122.82,124.16,28269
2024-01-14,125.4,126.49,125.06,125.68,15895
2024-01-15,126.86,127.52,126.15,126.91,48101
2024-01-16,128.41,129.1,128.4,128.48,41053
2024-01-17,128.49,129.89,128.02,129.15,13645
2024-01-18,129.77,130.18,128.8,129.12,20260
2024-01-19,130.66,131.39,129.67,130.46,46601
2024-01-20,130.23,130.33,129.23,129.27,30011
2024-01-21,129.53,130.52,128.54,129.5,47742
2024-01-22,127.17,128.08,126.79,127.84,18650
2024-01-23,130.41,131.4,128.99,129.71,41594
2024-01-24,129.93,130.81,128.13,128.96,20035
2024-01-25,130.76,131.33,129.38,129.99,22206
2024-01-26,130.36,132.09,129.71,131.16,31649
2024-01-27,130.15,131.07,128.97,129.78,42298
2024-01-28,127.95,129.14,127.67,128.64,31684
2024-01-29,130.24,130.24,129.51,129.81,39202
2024-01-30,130.01,130.23,128.36,129.16,40866
2024-01-31,127.82,128.24,127.23,128.09,10291
2024-02-01,127.73,128.66,127.45,128.45,21391
2024-02-02,129.13,129.27,128.16,128.74,31949
2024-02-03,126.78,127.87,125.88,127.14,36969
2024-02-04,125.9,127.08,125.17,126.16,13578
2024-02-05,127.31,127.69,125.66,126.37,21328
2024-02-06,127.82,128.42,126.9,126.92,19027
2024-02-07,125.26,126.15,124.79,125.82,17559
2024-02-08,123.71,124.97,122.97,124.58,44863
2024-02-09,124.53,126.44,124.51,125.44,33873
2024-02-10,126.7,127.59,125.8,126.38,25145
2024-02-11,127.95,128.65,127.45,127.6,40114
2024-02-12,128.35,128.52,127.39,128.25,43499
2024-02-13,127.83,129.05,127.81,128.6,19942
2024-02-14,127.82,129.44,127.38,128.51,49292
2024-02-15,129.42,129.69,128.9,129.52,18657
2024-02-16,130.4,130.67,129.92,130.02,16271
2024-02-17,131.49,132.6,130.79,132.44,43373
2024-02-18,133.23,134.0,132.87,132.9,32241
2024-02-19,133.04,133.84,132.24,132.86,11343
2024-02-20,133.86,133.98,133.34,133.8,11554
2024-02-21,133.66,134.82,133.64,133.89,41375
2024-02-22,136.16,136.51,135.88,135.9,38586
2024-02-23,134.73,135.79,133.97,135.64,14482
2024-02-24,136.04,136.87,135.58,136.1,29423
2024-02-25,138.86,139.2,137.97,138.2,49612
2024-02-26,139.36,140.19,137.56,138.42,20858
2024-02-27,140.81,141.32,140.17,140.42,35675
2024-02-28,140.71,142.27,139.83,141.65,31858
2024-02-29,141.27,142.13,140.58,141.61,28014
2024-03-01,142.52,142.79,141.78,142.27,26622
2024-03-02,141.59,142.62,141.22,142.31,22456
2024-03-03,145.08,145.12,143.82,144.19,21384
