Date,Open,High,Low,Close,Volume
2024-01-01,97.62,98.15,96.89,97.36,22849
2024-01-02,97.92,97.96,97.16,97.5,36707
2024-01-03,97.55,98.21,96.32,96.79,16818
2024-01-04,97.36,98.19,96.77,97.81,44624
2024-01-05,99.04,99.43,97.97,98.83,48828
2024-01-06,99.64,100.63,98.72,99.94,12978
2024-01-07,101.93,102.63,100.76,100.94,30516
2024-01-08,101.34,101.74,100.38,101.03,42728
2024-01-09,103.41,103.87,102.02,102.59,14137
2024-01-10,101.36,102.23,100.88,101.75,26999
2024-01-11,102.07,103.42,101.25,102.76,32180
2024-01-12,102.63,103.62,101.57,101.8,43081
2024-01-13,100.01,100.32,99.67,100.31,31710
2024-01-14,102.17,102.88,101.51,101.8,10996
2024-01-15,102.13,102.87,101.8,102.07,25901
2024-01-16,103.68,104.45,102.53,102.94,44502
2024-01-17,101.91,102.13,101.07,101.85,34904
2024-01-18,101.99,102.62,101.7,101.99,37903
2024-01-19,103.74,104.02,103.15,103.9,30830
2024-01-20,102.88,104.15,102.78,103.51,28470
2024-01-21,104.45,105.7,104.1,104.79,44238
2024-01-22,105.66,105.94,104.49,104.94,44025
2024-01-23,105.95,106.44,105.48,106.13,15370
2024-01-24,107.12,107.41,105.77,106.51,35208
2024-01-25,105.15,106.3,104.35,105.78,26344
2024-01-26,106.46,107.84,105.85,107.44,29657
2024-01-27,106.36,107.2,106.13,106.68,38160
2024-01-28,106.05,107.21,105.28,106.61,31144
2024-01-29,107.86,108.51,106.89,107.29,15213
2024-01-30,108.87,109.04,108.05,108.33,35539
2024-01-31,109.68,110.07,107.96,108.9,10516
2024-02-01,106.68,107.59,106.34,107.1,23035
2024-02-02,106.48,106.62,105.54,106.09,13221
2024-02-03,107.56,108.02,106.47,106.62,42328
2024-02-04,107.18,107.52,105.58,106.49,25505
2024-02-05,108.3,108.69,106.84,107.42,10390
2024-02-06,107.52,108.73,107.51,108.31,46686
2024-02-07,109.23,109.74,108.64,109.43,12721
2024-02-08,110.62,111.42,110.01,110.98,29657
2024-02-09,112.32,113.25,111.6,111.8,49487
2024-02-10,112.59,112.7,110.84,111.84,18826
2024-02-11,109.66,110.31,109.49,109.9,19324
2024-02-12,110.95,111.59,109.76,110.33,40530
2024-02-13,107.79,109.22,106.91,108.71,36761
2024-02-14,108.24,108.55,107.84,107.98,36171
2024-02-15,106.37,106.55,105.67,105.96,13055
2024-02-16,105.4,105.5,104.31,105.22,22196
2024-02-17,104.61,104.92,102.89,103.86,17760
2024-02-18,104.71,104.83,104.14,104.23,34885
2024-02-19,102.2,103.21,101.34,102.45,31131
2024-02-20,102.44,103.0,100.77,101.47,35995
2024-02-21,100.75,102.15,99.82,101.62,34914
2024-02-22,101.76,102.1,100.32,100.99,34481
2024-02-23,99.37,100.03,98.09,98.6,28048
2024-02-24,97.74,98.4,96.75,97.93,24946
2024-02-25,97.11,97.62,96.78,96.89,22000
2024-02-26,94.0,95.12,93.56,94.79,30993
2024-02-27,93.81,94.7,93.2,94.57,25096
2024-02-28,94.2,94.82,92.75,93.55,23518
2024-02-29,94.79,94.82,93.74,93.92,21457
2024-03-01,92.8,93.19,92.35,93.18,18192
2024-03-02,93.08,93.16,91.2,92.17,15997
2024-03-03,92.1,92.36,91.02,91.86,13804
