Date,Open,High,Low,Close,Volume
2024-01-01,93.29,94.33,92.49,93.74,26781
2024-01-02,92.95,92.95,91.28,92.05,36110
2024-01-03,91.43,91.83,90.45,91.39,28469
2024-01-04,90.74,92.45,89.96,91.63,33478
2024-01-05,92.77,93.3,91.97,92.77,44352
2024-01-06,92.1,93.05,91.38,92.68,33742
2024-01-07,92.93,94.22,92.23,93.5,43546
2024-01-08,93.27,94.0,92.36,92.74,41949
2024-01-09,91.97,92.07,91.02,91.75,17044
2024-01-10,92.99,93.12,92.07,92.98,13385
2024-01-11,90.93,92.26,89.98,91.39,34551
2024-01-12,89.29,90.06,89.02,89.4,47014
2024-01-13,88.58,90.39,88.38,89.5,31727
2024-01-14,88.67,89.62,87.73,89.02,18070
2024-01-15,89.81,90.95,89.36,90.49,40063
2024-01-16,89.47,89.49,88.24,88.64,42663
2024-01-17,91.07,91.9,90.0,90.58,40703
2024-01-18,92.57,93.06,91.2,92.17,10676
2024-01-19,94.24,94.52,92.96,93.82,47210
2024-01-20,95.01,95.57,94.01,94.88,49969
2024-01-21,92.54,93.77,91.99,93.04,46388
2024-01-22,93.81,94.79,93.47,93.58,45646
2024-01-23,92.26,93.71,91.97,93.12,34172
2024-01-24,90.72,91.87,90.52,91.5,26844
2024-01-25,90.91,92.01,89.98,91.6,29818
2024-01-26,89.77,90.2,89.0,90.08,27966
2024-01-27,88.16,89.17,87.5,89.16,23743
2024-01-28,88.22,88.96,87.23,88.29,28157
2024-01-29,87.02,88.59,86.72,88.0,44425
2024-01-30,89.3,90.61,88.36,89.92,10446
2024-01-31,89.97,90.58,89.47,90.35,47566
2024-02-01,91.26,92.83,90.93,92.14,41569
2024-02-02,90.32,90.82,89.84,90.46,42353
2024-02-03,90.61,91.23,89.87,90.54,18406
2024-02-04,91.76,91.97,90.39,91.31,22087
2024-02-05,90.25,91.08,89.48,90.96,33677
2024-02-06,92.78,93.6,91.9,92.28,11154
2024-02-07,93.3,94.25,93.2,93.7,27291
2024-02-08,92.61,93.28,92.41,92.69,34198
2024-02-09,91.32,91.66,91.31,91.64,32984
2024-02-10,92.24,93.81,91.71,92.82,27709
2024-02-11,93.13,94.21,92.5,93.31,18032
2024-02-12,92.66,93.42,91.69,93.1,35539
2024-02-13,91.35,92.51,90.75,92.08,46685
2024-02-14,89.53,90.64,89.48,90.15,42105
2024-02-15,90.14,90.58,89.19,90.27,17267
2024-02-16,91.12,91.84,90.07,90.67,49855
2024-02-17,89.2,89.48,89.07,89.32,34647
2024-02-18,87.55,88.53,86.94,88.14,34260
2024-02-19,87.97,88.84,87.22,88.43,33184
2024-02-20,86.75,87.38,85.56,86.34,30361
2024-02-21,84.83,86.22,84.46,85.36,37103
2024-02-22,84.53,84.67,83.08,83.92,44046
2024-02-23,81.66,82.46,81.29,81.76,37679
2024-02-24,80.9,82.0,80.59,81.18,42448
2024-02-25,79.58,80.37,78.71,79.18,12306
2024-02-26,78.63,78.67,77.57,78.36,40925
2024-02-27,76.63,76.91,76.15,76.78,17703
2024-02-28,74.98,75.59,74.68,75.49,14294
2024-02-29,73.96,74.26,72.61,73.16,13042
2024-03-01,72.71,73.26,71.23,72.01,11236
2024-03-02,70.95,72.44,69.99,71.55,8751
2024-03-03,68.59,70.46,67.91,69.54,5085
