Date,Open,High,Low,Close,Volume
2024-01-01,108.36,109.46,107.6,108.55,25354
2024-01-02,107.48,107.99,106.49,107.39,26280
2024-01-03,105.56,106.77,104.81,105.86,11312
2024-01-04,106.16,107.59,105.29,106.94,15514
2024-01-05,106.09,106.94,104.31,105.15,19201
2024-01-06,105.64,105.85,104.57,104.87,28950
2024-01-07,104.14,105.12,103.59,104.01,12811
2024-01-08,102.03,103.5,101.63,102.51,15714
2024-01-09,103.84,103.94,102.66,103.15,38779
2024-01-10,104.15,104.96,102.65,103.25,20944
2024-01-11,103.56,103.94,102.99,103.85,24395
2024-01-12,104.38,106.17,103.57,105.36,38795
2024-01-13,102.83,104.41,102.35,103.55,25036
2024-01-14,101.59,101.61,101.35,101.57,13084
2024-01-15,100.04,101.41,99.53,100.68,43342
2024-01-16,100.69,101.42,100.27,101.39,26695
2024-01-17,102.39,103.02,101.32,101.49,22036
2024-01-18,102.18,102.33,101.57,101.74,25416
2024-01-19,101.64,102.45,99.96,100.68,36006
2024-01-20,99.82,100.49,99.11,99.43,28914
2024-01-21,99.46,100.65,98.7,100.0,32258
2024-01-22,100.8,101.53,100.58,100.66,34447
2024-01-23,98.25,99.39,98.14,98.7,22284
2024-01-24,97.42,98.87,97.11,98.24,45232
2024-01-25,97.8,98.83,97.42,98.19,29147
2024-01-26,98.67,99.21,98.27,98.84,23085
2024-01-27,96.2,97.98,95.93,96.99,20855
2024-01-28,98.17,99.65,98.05,98.78,17491
2024-01-29,97.44,97.9,96.46,97.06,47072
2024-01-30,98.19,98.29,97.58,97.85,15959
2024-01-31,97.98,98.42,96.44,97.13,17661
2024-02-01,96.4,97.22,95.42,96.37,32121
2024-02-02,98.87,99.22,97.81,97.87,33278
2024-02-03,97.78,97.85,96.58,97.47,43511
2024-02-04,97.21,98.05,97.17,97.73,16297
2024-02-05,98.84,99.61,98.73,99.46,12056
2024-02-06,101.38,101.95,100.95,100.95,40790
2024-02-07,102.01,103.03,101.49,102.41,12947
2024-02-08,101.82,102.46,101.39,101.59,39032
2024-02-09,103.1,103.45,102.26,103.3,12726
2024-02-10,103.38,104.66,102.91,103.73,26813
2024-02-11,103.65,104.23,103.38,103.47,39238
2024-02-12,105.24,106.11,104.36,104.58,10350
2024-02-13,105.78,106.05,104.97,105.83,13725
2024-02-14,105.96,106.56,105.3,105.45,13010
2024-02-15,107.98,108.8,107.15,107.27,33967
2024-02-16,107.71,108.36,106.73,108.15,24923
2024-02-17,108.8,109.43,108.13,108.4,19034
2024-02-18,107.72,108.77,107.3,108.09,39108
2024-02-19,107.77,109.2,107.06,108.54,12579
2024-02-20,109.38,109.97,108.96,109.82,45077
2024-02-21,112.27,112.31,110.89,111.79,33094
2024-02-22,112.0,113.87,111.58,112.95,34779
2024-02-23,115.31,115.42,114.64,115.0,32655
2024-02-24,117.69,117.78,116.44,116.83,23860
2024-02-25,118.54,119.23,117.92,118.65,12353
2024-02-26,119.37,119.83,118.62,118.7,42872
2024-02-27,119.53,120.91,118.7,120.5,16165
2024-02-28,120.68,122.02,120.4,121.21,19936
2024-02-29,121.65,121.86,120.91,120.97,22829
2024-03-01,122.23,122.35,121.7,121.86,26905
2024-03-02,122.63,123.56,120.68,121.64,28895
2024-03-03,120.92,122.04,120.31,121.55,32981
