Date,Open,High,Low,Close,Volume
2024-01-01,124.34,124.68,123.69,123.97,13029
2024-01-02,125.9,125.93,124.78,125.62,26567
2024-01-03,125.81,125.95,124.36,125.16,11731
2024-01-04,123.36,124.53,122.43,123.77,19562
2024-01-05,125.56,126.53,124.26,124.6,32540
2024-01-06,126.07,127.11,126.05,126.47,43940
2024-01-07,127.17,128.41,126.58,127.92,20387
2024-01-08,128.22,129.06,128.21,128.56,47261
2024-01-09,130.22,130.49,129.09,129.81,18748
2024-01-10,132.28,132.95,130.77,131.6,39931
2024-01-11,131.43,132.04,131.05,131.97,39072
2024-01-12,132.62,133.14,132.09,132.69,18242
2024-01-13,134.44,135.39,132.72,133.69,23212
2024-01-14,133.86,134.71,133.56,133.85,34012
2024-01-15,133.8,134.67,132.48,133.24,13203
2024-01-16,135.26,136.1,134.75,134.84,29752
2024-01-17,134.03,135.05,133.49,134.52,48981
2024-01-18,132.85,133.07,131.9,132.94,26319
2024-01-19,131.79,133.39,130.97,132.75,26844
2024-01-20,130.53,131.64,130.39,131.09,22252
2024-01-21,130.67,131.07,129.61,130.22,21393
2024-01-22,131.73,132.56,131.27,132.05,31337
2024-01-23,134.43,135.12,133.65,133.99,20605
2024-01-24,132.87,134.03,132.84,133.18,27612
2024-01-25,132.0,132.8,131.66,132.15,29579
2024-01-26,130.45,130.92,130.14,130.3,21733
2024-01-27,127.86,128.95,127.49,128.78,36844
2024-01-28,128.09,128.33,127.71,128.13,41601
2024-01-29,129.22,129.33,127.63,128.6,44182
2024-01-30,128.36,128.59,126.9,127.68,44431
2024-01-31,128.37,128.99,126.83,127.76,20041
2024-02-01,129.17,130.2,128.47,129.32,34139
2024-02-02,129.7,130.33,129.46,130.01,38510
2024-02-03,131.63,131.77,131.34,131.46,47041
2024-02-04,130.56,131.11,129.75,130.21,48282
2024-02-05,128.75,129.68,128.43,128.83,13244
2024-02-06,131.37,132.05,130.62,130.73,40214
2024-02-07,131.47,131.93,130.47,130.75,24000
2024-02-08,130.89,131.5,129.62,130.54,49646
2024-02-09,130.75,131.25,129.16,130.16,25027
2024-02-10,131.73,132.48,130.48,130.78,31829
2024-02-11,129.55,129.82,128.59,129.0,47962
2024-02-12,130.0,130.51,128.53,129.44,13703
2024-02-13,128.73,129.55,127.16,127.86,47094
2024-02-14,127.81,128.26,126.67,127.31,45537
2024-02-15,126.16,127.05,124.88,125.64,40160
2024-02-16,125.09,125.19,124.1,125.09,32995
2024-02-17,124.47,125.25,124.13,124.3,16477
2024-02-18,123.5,123.94,121.81,122.59,10320
2024-02-19,122.1,122.73,121.89,122.35,32396
2024-02-20,121.04,122.86,120.65,121.92,26223
2024-02-21,121.85,122.55,121.25,122.08,35123
2024-02-22,120.52,121.14,119.81,120.19,27251
2024-02-23,120.81,121.56,119.46,119.96,45080
2024-02-24,119.11,119.82,118.48,119.12,48946
2024-02-25,118.36,119.67,117.79,119.04,32951
2024-02-26,117.49,118.25,117.43,117.55,17694
2024-02-27,115.96,116.96,115.27,116.19,29629
2024-02-28,114.17,114.27,113.38,114.01,27753
2024-02-29,112.46,112.49,111.76,112.33,24748
2024-03-01,111.29,112.38,110.47,112.26,22759
2024-03-02,113.43,113.88,111.67,112.56,19794
2024-03-03,110.89,111.69,109.97,110.61,16580
