Date,Open,High,Low,Close,Volume
2024-01-01,72.27,73.27,71.34,72.54,43196
2024-01-02,72.6,73.39,71.64,72.22,16162
2024-01-03,72.91,74.19,72.68,73.56,25056
2024-01-04,75.58,76.49,74.07,74.68,38556
2024-01-05,75.32,76.12,73.63,74.38,26468
2024-01-06,72.39,73.23,71.66,73.04,36995
2024-01-07,71.76,72.75,71.12,71.65,14780
2024-01-08,72.17,72.72,71.79,72.58,16359
2024-01-09,71.25,72.62,70.82,72.21,20748
2024-01-10,73.73,74.28,72.75,74.11,25672
2024-01-11,75.53,75.59,74.36,75.0,13410
2024-01-12,74.41,75.59,74.16,74.84,29528
2024-01-13,73.02,74.77,72.85,73.93,24672
2024-01-14,74.53,75.16,74.01,74.35,30641
2024-01-15,73.22,73.81,72.54,73.3,30343
2024-01-16,73.62,73.71,72.4,72.94,32079
2024-01-17,72.72,73.12,71.31,72.24,26949
2024-01-18,74.57,75.01,73.42,73.77,15197
2024-01-19,74.44,75.19,74.29,74.9,46106
2024-01-20,73.67,73.68,73.23,73.6,34871
2024-01-21,72.01,72.48,71.32,72.02,27440
2024-01-22,71.74,72.21,70.65,71.08,38713
2024-01-23,72.38,72.48,70.81,71.71,24574
2024-01-24,71.98,73.2,71.83,72.34,19533
2024-01-25,73.49,74.45,71.85,72.73,25749
2024-01-26,71.51,71.95,70.91,71.85,43647
2024-01-27,71.17,71.93,69.33,70.18,44745
2024-01-28,71.18,71.84,70.99,71.7,25512
2024-01-29,70.6,71.63,70.0,71.08,48139
2024-01-30,70.9,70.91,69.98,70.1,22193
2024-01-31,71.8,71.8,70.81,71.39,16025
2024-02-01,69.83,71.69,69.12,70.81,17587
2024-02-02,71.58,71.78,70.52,70.95,18324
2024-02-03,70.96,72.33,70.68,71.47,21373
2024-02-04,70.88,71.27,69.87,70.8,17114
2024-02-05,69.53,70.45,68.93,69.95,46476
2024-02-06,68.73,68.82,67.58,67.98,23444
2024-02-07,67.31,68.23,66.36,66.68,47644
2024-02-08,64.87,65.02,63.94,64.91,29653
2024-02-09,66.1,67.18,65.32,66.19,18137
2024-02-10,65.78,66.67,65.4,66.32,44709
2024-02-11,67.22,68.14,66.69,67.47,10495
2024-02-12,68.88,69.34,68.39,68.49,26971
2024-02-13,71.4,72.23,69.51,70.45,33823
2024-02-14,70.53,71.99,70.5,71.06,25160
2024-02-15,70.62,71.38,69.64,70.98,31858
2024-02-16,72.73,72.88,71.18,71.77,29327
2024-02-17,72.24,73.11,71.85,72.39,45822
2024-02-18,74.67,74.71,73.71,74.46,27554
2024-02-19,74.61,75.67,73.64,75.19,22102
2024-02-20,75.63,76.27,74.87,76.21,31040
2024-02-21,76.31,77.53,75.94,76.88,32353
2024-02-22,76.74,77.38,76.25,76.8,39344
2024-02-23,80.13,80.78,78.77,79.27,23116
2024-02-24,80.64,81.33,79.5,80.28,24394
2024-02-25,82.16,83.16,81.68,82.26,46140
2024-02-26,83.47,84.95,82.85,84.22,46781
2024-02-27,85.08,86.2,84.39,85.24,45423
2024-02-28,85.83,86.35,84.46,85.44,47538
2024-02-29,85.82,85.89,84.84,85.31,49863
2024-03-01,85.3,86.08,84.69,85.09,54271
2024-03-02,84.34,85.53,84.3,84.8,55567
2024-03-03,86.81,87.11,86.46,86.6,60114
