Date,Open,High,Low,Close,Volume
2024-01-01,147.1,148.42,146.16,147.56,28004
2024-01-02,147.41,147.52,145.85,146.64,33117
2024-01-03,146.95,147.74,145.9,146.1,31581
2024-01-04,147.81,148.13,147.02,147.2,16822
2024-01-05,146.56,147.38,145.61,146.55,30217
2024-01-06,144.15,145.14,143.59,144.73,20802
2024-01-07,146.22,146.58,145.68,145.99,31358
2024-01-08,147.09,147.99,146.46,147.2,23270
2024-01-09,147.1,148.14,146.2,147.42,14033
2024-01-10,146.01,146.79,145.61,146.04,32965
2024-01-11,147.11,147.92,146.3,146.35,26987
2024-01-12,147.57,148.07,146.71,147.12,49581
2024-01-13,146.89,147.84,146.54,147.37,30145
2024-01-14,147.23,147.63,146.51,147.15,24670
2024-01-15,147.18,147.67,146.21,146.78,18900
2024-01-16,148.14,148.76,147.22,147.68,37574
2024-01-17,146.72,147.23,145.27,145.91,43359
2024-01-18,146.66,147.51,146.02,146.56,29267
2024-01-19,146.69,147.28,146.3,147.1,31145
2024-01-20,145.66,146.78,145.26,146.09,46669
2024-01-21,145.27,145.42,143.67,144.56,29800
2024-01-22,142.81,143.72,142.45,143.27,16006
2024-01-23,142.62,143.16,141.78,141.9,47476
2024-01-24,142.83,144.08,142.26,143.57,49294
2024-01-25,143.13,143.34,142.03,142.36,38220
2024-01-26,142.28,142.94,142.17,142.92,33906
2024-01-27,145.03,145.89,143.62,144.13,32186
2024-01-28,144.31,144.41,143.98,144.13,39734
2024-01-29,145.01,146.25,144.99,145.75,41964
2024-01-30,147.1,147.3,146.72,146.78,15064
2024-01-31,146.67,147.3,146.01,146.02,31933
2024-02-01,146.67,147.16,145.7,146.19,34270
2024-02-02,147.65,148.12,146.79,147.1,21354
2024-02-03,146.13,147.18,145.75,146.43,43293
2024-02-04,143.59,144.68,143.32,144.49,15471
2024-02-05,143.67,144.46,142.47,143.23,22302
2024-02-06,142.78,143.19,142.22,142.64,14705
2024-02-07,142.65,144.36,141.68,143.53,10245
2024-02-08,142.77,143.21,141.97,142.85,23716
2024-02-09,144.77,144.89,143.94,144.83,38570
2024-02-10,143.23,144.33,142.39,144.2,14723
2024-02-11,144.44,144.75,143.88,144.66,38856
2024-02-12,144.71,144.98,144.47,144.52,19383
2024-02-13,147.7,148.19,146.69,146.92,13095
2024-02-14,148.79,149.98,148.35,149.08,25526
2024-02-15,149.88,150.24,148.83,149.12,37636
2024-02-16,151.63,151.7,149.89,150.75,43483
2024-02-17,150.98,152.71,150.97,151.91,38187
2024-02-18,153.37,154.59,153.22,153.95,32702
2024-02-19,157.14,157.24,156.21,156.31,23993
2024-02-20,157.91,158.14,157.1,157.9,10776
2024-02-21,158.66,159.91,157.8,159.11,18613
2024-02-22,161.06,161.35,160.87,161.26,32838
2024-02-23,161.86,161.91,161.68,161.81,48419
2024-02-24,161.82,162.42,161.14,161.58,42097
2024-02-25,161.92,162.08,160.94,161.44,31345
2024-02-26,162.76,164.06,162.74,163.33,48608
2024-02-27,163.06,163.64,162.32,163.35,46007
2024-02-28,164.58,166.31,164.37,165.4,41059
2024-02-29,168.4,168.46,167.07,167.81,38290
2024-03-01,168.39,169.35,167.6,167.7,36660
2024-03-02,168.15,168.2,167.47,167.98,32652
2024-03-03,168.01,168.08,167.52,167.57,31611
