Date,Open,High,Low,Close,Volume
2024-01-01,108.05,108.77,106.96,107.59,36513
2024-01-02,105.05,106.16,104.4,105.78,39447
2024-01-03,108.26,108.73,106.7,107.52,39313
2024-01-04,107.48,107.66,107.37,107.5,16951
2024-01-05,108.8,109.65,108.07,109.41,44362
2024-01-06,110.5,111.1,109.46,110.37,34250
2024-01-07,110.87,112.11,110.74,111.35,29506
2024-01-08,111.07,112.47,110.96,111.5,19245
2024-01-09,112.32,112.59,111.23,111.58,17233
2024-01-10,112.09,112.84,110.89,111.48,47646
2024-01-11,111.22,112.33,110.93,111.53,27501
2024-01-12,112.7,113.85,112.32,113.5,41240
2024-01-13,112.99,114.15,112.55,113.47,32670
2024-01-14,113.9,114.22,113.12,114.05,48288
2024-01-15,114.91,116.19,114.56,115.69,39859
2024-01-16,115.01,115.28,113.81,114.68,30330
2024-01-17,112.45,113.61,111.82,113.22,11243
2024-01-18,112.01,113.47,111.37,112.61,35620
2024-01-19,113.85,114.6,113.22,113.35,27886
2024-01-20,113.26,113.39,112.87,112.97,22184
2024-01-21,112.41,112.45,111.37,112.17,47721
2024-01-22,114.27,115.26,112.98,113.95,49277
2024-01-23,114.23,115.06,113.34,113.91,20567
2024-01-24,113.94,114.27,113.12,113.77,24654
2024-01-25,114.67,116.07,113.89,115.21,10465
2024-01-26,114.75,116.07,114.53,115.16,45303
2024-01-27,114.6,115.24,113.54,113.84,31658
2024-01-28,114.49,115.83,114.03,115.09,25489
2024-01-29,114.35,115.5,113.64,115.31,45378
2024-01-30,116.68,117.4,115.94,116.79,37239
2024-01-31,119.61,120.13,117.81,118.74,48228
2024-02-01,116.76,117.71,116.37,117.62,30414
2024-02-02,117.68,117.83,117.18,117.42,38687
2024-02-03,116.82,117.66,116.51,116.73,20900
2024-02-04,117.38,118.16,116.54,117.88,48967
2024-02-05,116.54,117.57,115.87,116.8,10677
2024-02-06,117.03,117.8,116.91,117.68,15680
2024-02-07,118.82,118.98,118.4,118.74,40414
2024-02-08,119.73,121.53,119.02,120.61,32356
2024-02-09,118.39,120.04,118.12,119.22,49222
2024-02-10,117.54,117.99,116.62,117.59,29747
2024-02-11,119.07,119.97,117.37,118.34,28256
2024-02-12,121.01,121.71,119.24,120.19,43253
2024-02-13,122.6,123.54,121.32,121.61,47252
2024-02-14,124.65,125.12,123.07,123.76,26580
2024-02-15,124.76,125.87,124.47,125.18,41754
2024-02-16,127.15,127.36,126.53,126.98,46252
2024-02-17,127.14,127.94,126.72,127.68,38487
2024-02-18,127.35,127.47,126.87,127.32,32621
2024-02-19,128.69,129.49,128.28,128.42,22145
2024-02-20,129.78,130.61,129.5,130.37,12478
2024-02-21,131.88,133.41,131.86,132.44,13770
2024-02-22,133.31,133.81,132.12,133.09,26934
2024-02-23,134.88,135.59,134.73,135.32,47411
2024-02-24,134.95,136.07,134.72,135.4,29373
2024-02-25,136.1,136.66,135.13,135.33,48920
2024-02-26,137.86,138.04,136.29,137.21,19114
2024-02-27,139.14,140.06,138.56,139.58,10369
2024-02-28,141.27,141.86,140.49,141.47,15009
2024-02-29,142.2,143.17,141.88,142.49,17292
2024-03-01,142.39,143.68,141.64,142.85,20487
2024-03-02,144.38,145.31,142.94,143.55,25289
2024-03-03,144.93,145.82,143.53,144.51,27844
