Date,Open,High,Low,Close,Volume
2024-01-01,141.5,141.99,140.2,140.53,47785
2024-01-02,140.77,141.33,139.42,140.36,23986
2024-01-03,139.62,140.28,139.55,140.07,10227
2024-01-04,140.83,141.57,139.46,140.08,15678
2024-01-05,140.62,140.68,139.39,139.87,39115
2024-01-06,139.83,141.56,138.83,140.8,17195
2024-01-07,138.8,139.29,138.01,138.88,43109
2024-01-08,137.35,138.54,137.25,137.67,47684
2024-01-09,139.4,140.24,138.57,138.95,11926
2024-01-10,137.19,137.96,136.71,137.57,47951
2024-01-11,138.21,139.08,137.93,138.08,13950
2024-01-12,138.26,138.81,137.16,137.8,34049
2024-01-13,137.29,137.96,135.61,136.6,22891
2024-01-14,136.65,137.35,136.16,137.28,18222
2024-01-15,139.31,139.32,138.2,138.71,36706
2024-01-16,139.85,140.69,139.56,140.21,18159
2024-01-17,138.79,139.93,138.26,139.52,42802
2024-01-18,140.88,141.57,140.83,140.91,34900
2024-01-19,142.12,143.04,141.76,142.17,36206
2024-01-20,142.31,144.05,142.27,143.17,19423
2024-01-21,144.37,145.66,144.02,145.11,29819
2024-01-22,144.57,144.83,143.86,143.97,47827
2024-01-23,142.5,142.57,142.23,142.35,41165
2024-01-24,141.44,142.77,141.08,142.26,31698
2024-01-25,143.14,143.72,142.74,143.0,10214
2024-01-26,144.7,144.9,143.27,143.87,15301
2024-01-27,142.03,142.75,141.82,142.55,11327
2024-01-28,141.19,141.43,140.67,141.0,19345
2024-01-29,142.2,142.79,142.16,142.66,31971
2024-01-30,143.32,143.53,142.21,142.32,12479
2024-01-31,140.1,141.01,139.97,140.38,34703
2024-02-01,138.83,138.91,137.54,138.47,27584
2024-02-02,137.96,138.58,137.39,138.29,38289
2024-02-03,138.09,139.01,137.46,137.77,30680
2024-02-04,137.25,138.23,136.58,137.92,38099
2024-02-05,138.98,139.68,138.17,139.27,44117
2024-02-06,139.38,141.22,138.41,140.3,42600
2024-02-07,141.18,141.92,140.42,141.6,32923
2024-02-08,143.28,143.91,143.09,143.28,45341
2024-02-09,142.46,142.7,141.95,142.18,19053
2024-02-10,139.97,140.73,139.04,140.24,23715
2024-02-11,141.71,142.18,141.19,141.45,21064
2024-02-12,143.42,143.58,142.22,143.22,47437
2024-02-13,145.59,145.75,144.33,145.18,39657
2024-02-14,146.3,147.49,145.72,147.22,27497
2024-02-15,149.4,149.83,148.77,149.02,10937
2024-02-16,150.77,151.48,149.85,150.88,27275
2024-02-17,151.45,151.62,150.97,151.42,27535
2024-02-18,153.13,153.64,151.53,152.19,17847
2024-02-19,152.95,153.73,152.46,153.32,15300
2024-02-20,154.71,155.56,152.85,153.73,36715
2024-02-21,156.2,156.39,155.92,156.16,42872
2024-02-22,157.65,158.56,156.86,158.47,11915
2024-02-23,158.82,160.18,157.94,159.26,23310
2024-02-24,161.17,161.46,160.53,161.38,40947
2024-02-25,163.79,164.59,163.12,163.6,42874
2024-02-26,164.17,165.42,163.4,164.67,33809
2024-02-27,165.26,166.6,164.76,165.79,11791
2024-02-28,167.75,168.1,167.5,167.69,8402
2024-02-29,168.68,169.42,168.36,169.27,4888
2024-03-01,170.56,172.18,170.23,171.39,490
2024-03-02,171.83,172.99,171.72,172.03,100
2024-03-03,173.26,173.83,173.22,173.44,100
