Date,Open,High,Low,Close,Volume
2024-01-01,135.5,137.3,134.58,136.31,42570
2024-01-02,137.21,138.08,136.26,136.61,39178
2024-01-03,137.48,137.66,136.56,137.19,49278
2024-01-04,139.02,139.48,138.69,138.94,47039
2024-01-05,137.54,138.32,136.62,137.52,37251
2024-01-06,138.98,139.78,137.99,138.74,40515
2024-01-07,139.4,139.61,138.27,138.66,21233
2024-01-08,137.96,138.93,137.33,137.38,16289
2024-01-09,136.8,138.58,136.47,137.66,34597
2024-01-10,138.4,138.84,137.21,137.81,28711
2024-01-11,137.11,137.38,136.44,137.16,13997
2024-01-12,137.04,137.65,136.45,137.08,47635
2024-01-13,137.59,138.49,136.08,136.99,12819
2024-01-14,136.79,138.62,136.56,137.69,12473
2024-01-15,137.37,138.67,137.35,137.72,43113
2024-01-16,139.07,140.0,137.75,138.68,39792
2024-01-17,139.35,140.26,139.05,139.83,28369
2024-01-18,139.01,139.68,138.67,139.01,33628
2024-01-19,137.03,137.66,136.39,137.43,19967
2024-01-20,138.88,139.1,137.63,138.3,35167
2024-01-21,136.23,137.0,135.68,136.6,49809
2024-01-22,136.11,136.21,134.45,135.23,40360
2024-01-23,134.57,135.0,134.42,134.69,36557
2024-01-24,135.4,135.75,134.23,134.97,41804
2024-01-25,137.51,137.75,136.17,136.93,12099
2024-01-26,136.28,136.81,135.41,136.1,10893
2024-01-27,137.14,138.41,136.92,137.84,48370
2024-01-28,136.78,137.89,136.43,137.36,15475
2024-01-29,136.35,137.57,136.09,136.74,38330
2024-01-30,136.49,136.97,135.5,135.9,22361
2024-01-31,137.04,137.5,135.99,136.16,17003
2024-02-01,136.04,136.9,135.65,136.88,34150
2024-02-02,136.61,137.33,134.99,135.7,35604
2024-02-03,138.05,138.26,137.53,137.63,46422
2024-02-04,135.07,136.91,134.77,135.97,39614
2024-02-05,137.13,138.31,136.97,137.49,17497
2024-02-06,134.99,135.92,134.84,135.67,16857
2024-02-07,135.4,136.11,134.95,135.22,34204
2024-02-08,133.42,134.17,132.5,134.07,11911
2024-02-09,133.34,133.82,132.13,132.39,49931
2024-02-10,131.66,133.0,131.4,132.32,24219
2024-02-11,132.32,132.71,132.32,132.37,42533
2024-02-12,133.01,133.68,131.88,132.51,15178
2024-02-13,133.14,134.7,133.01,134.04,45777
2024-02-14,133.69,134.66,132.79,133.96,26260
2024-02-15,134.46,135.97,134.2,135.45,42498
2024-02-16,134.29,136.17,133.49,135.24,37759
2024-02-17,135.73,135.95,134.48,135.12,49385
2024-02-18,137.75,138.35,137.12,137.19,42131
2024-02-19,138.04,138.7,137.21,137.29,17760
2024-02-20,139.09,140.22,138.38,139.31,49185
2024-02-21,139.27,139.29,138.04,138.81,46600
2024-02-22,139.69,141.12,139.03,140.26,24399
2024-02-23,139.34,141.12,138.57,140.32,35481
2024-02-24,141.13,142.36,140.2,141.57,12501
2024-02-25,141.24,142.4,140.47,142.08,13812
2024-02-26,142.79,142.81,142.32,142.7,29378
2024-02-27,143.29,144.84,142.75,144.15,24923
2024-02-28,144.01,144.86,143.38,144.38,28773
2024-02-29,146.6,147.43,145.95,146.12,32773
2024-03-01,145.33,146.43,145.17,146.24,36811
2024-03-02,146.84,147.68,145.61,146.2,38899
2024-03-03,146.15,146.76,145.55,146.01,42434
