Date,Open,High,Low,Close,Volume
2024-01-01,69.0,69.69,68.07,68.84,10299
2024-01-02,69.05,69.63,68.96,69.32,24780
2024-01-03,70.67,72.23,70.08,71.28,18559
2024-01-04,69.32,70.44,68.7,70.3,19583
2024-01-05,70.55,70.75,69.38,69.99,29954
2024-01-06,67.7,69.0,66.97,68.16,33571
2024-01-07,67.2,68.86,66.26,68.18,12886
2024-01-08,69.12,69.42,68.37,68.39,35902
2024-01-09,66.82,67.3,65.99,66.83,37471
2024-01-10,68.18,68.66,67.05,67.46,38522
2024-01-11,66.8,67.68,66.01,66.85,24452
2024-01-12,66.89,67.49,65.65,66.52,17216
2024-01-13,68.64,68.85,66.95,67.74,28018
2024-01-14,66.12,68.0,65.41,67.02,25442
2024-01-15,64.75,66.14,63.91,65.57,30749
2024-01-16,66.64,67.64,64.99,65.79,22395
2024-01-17,65.07,65.49,64.45,65.16,36820
2024-01-18,66.01,66.89,65.5,66.11,17492
2024-01-19,65.88,66.13,65.26,65.8,46518
2024-01-20,67.36,68.25,66.72,67.48,24041
2024-01-21,66.28,66.46,65.99,66.26,37212
2024-01-22,65.25,66.72,64.44,66.03,46033
2024-01-23,65.25,65.4,63.93,64.69,49454
2024-01-24,65.87,65.99,64.87,65.44,18436
2024-01-25,64.84,65.17,64.43,64.59,18948
2024-01-26,64.34,65.62,63.61,64.65,31947
2024-01-27,63.5,64.06,63.11,63.11,23027
2024-01-28,65.15,65.16,64.54,65.08,28445
2024-01-29,63.6,63.84,63.4,63.55,18080
2024-01-30,64.98,65.25,63.51,64.19,29666
2024-01-31,65.48,65.85,65.24,65.64,37561
2024-02-01,66.22,67.3,65.71,66.97,11242
2024-02-02,68.81,68.89,67.41,68.11,30303
2024-02-03,65.66,67.33,64.7,66.64,49938
2024-02-04,66.71,68.0,65.87,67.45,16248
2024-02-05,65.22,66.9,64.23,66.12,45910
2024-02-06,65.73,66.16,65.45,65.9,11527
2024-02-07,65.13,65.15,64.63,64.7,32095
2024-02-08,62.7,63.1,62.21,62.91,32416
2024-02-09,62.26,62.35,61.35,62.34,44504
2024-02-10,60.33,61.66,60.03,60.97,39279
2024-02-11,60.84,61.53,60.43,60.56,46802
2024-02-12,62.77,62.88,61.97,62.67,25444
2024-02-13,62.59,64.0,62.5,63.42,24274
2024-02-14,65.02,65.45,64.08,64.1,31071
2024-02-15,66.58,66.86,65.07,65.65,46152
2024-02-16,65.03,66.02,64.47,65.87,18235
2024-02-17,65.99,67.15,65.93,66.98,13016
2024-02-18,69.78,69.86,68.87,68.95,46302
2024-02-19,69.44,70.55,69.44,70.41,47944
2024-02-20,70.23,71.44,69.49,70.9,48233
2024-02-21,72.38,72.41,71.41,71.98,30427
2024-02-22,72.56,72.73,71.86,71.97,44388
2024-02-23,73.63,74.7,73.54,73.74,39226
2024-02-24,75.83,76.03,74.79,75.14,17346
2024-02-25,77.97,78.88,76.4,77.25,24252
2024-02-26,78.44,79.4,77.46,78.89,40834
2024-02-27,79.97,80.06,79.12,79.13,20703
2024-02-28,80.43,81.23,79.11,79.6,38174
2024-02-29,80.07,80.38,79.0,79.99,40938
2024-03-01,80.69,81.5,79.84,80.21,47112
2024-03-02,81.86,82.21,81.05,81.71,11391
2024-03-03,82.22,82.58,81.76,81.97,47479
