Date,Open,High,Low,Close,Volume
2024-01-01,68.23,69.36,68.08,68.79,45229
2024-01-02,68.07,68.5,67.24,67.38,38179
2024-01-03,69.16,69.7,68.13,68.4,23987
2024-01-04,66.09,67.47,65.94,66.98,31726
2024-01-05,66.84,67.63,66.45,67.51,31697
2024-01-06,68.11,69.31,67.69,68.95,40924
2024-01-07,67.9,68.86,67.62,68.81,44363
2024-01-08,68.34,69.13,67.4,68.1,15402
2024-01-09,68.71,69.24,68.66,69.23,38546
2024-01-10,67.32,68.19,67.12,68.01,35717
2024-01-11,69.02,69.69,68.78,68.87,14349
2024-01-12,67.87,68.41,67.32,67.8,33133
2024-01-13,65.79,65.93,65.59,65.82,29658
2024-01-14,67.44,67.47,66.58,66.98,19877
2024-01-15,66.93,68.0,66.3,67.89,15782
2024-01-16,66.35,66.4,65.03,66.01,35282
2024-01-17,67.54,68.27,66.73,67.43,49109
2024-01-18,67.75,68.6,67.05,68.04,25496
2024-01-19,69.53,69.86,69.5,69.78,49837
2024-01-20,68.48,69.12,67.94,68.96,21215
2024-01-21,69.07,69.5,68.14,68.67,19316
2024-01-22,69.16,69.39,68.48,69.08,22445
2024-01-23,70.0,71.43,69.12,70.44,30297
2024-01-24,71.28,72.1,71.12,71.72,30625
2024-01-25,73.21,73.37,71.87,72.59,41333
2024-01-26,71.37,72.26,70.66,71.81,12650
2024-01-27,73.28,74.53,73.26,73.69,31591
2024-01-28,73.84,75.21,73.48,74.75,36471
2024-01-29,73.12,74.23,72.43,73.89,16121
2024-01-30,74.89,75.97,74.66,75.67,12108
2024-01-31,76.84,77.82,76.71,76.72,36865
2024-02-01,75.89,76.56,75.14,75.73,24540
2024-02-02,77.19,77.35,76.23,76.49,39882
2024-02-03,74.12,75.82,73.5,75.11,32607
2024-02-04,75.32,76.56,75.13,76.12,30253
2024-02-05,76.77,77.84,76.57,77.34,12375
2024-02-06,78.39,78.68,78.02,78.26,25165
2024-02-07,77.85,78.44,76.95,77.38,18769
2024-02-08,78.35,80.11,77.49,79.19,17711
2024-02-09,77.34,78.63,76.7,78.31,41713
2024-02-10,79.98,80.64,78.64,79.45,18121
2024-02-11,78.97,79.57,78.1,79.28,24002
2024-02-12,81.86,82.33,81.51,81.76,40971
2024-02-13,82.68,83.49,81.8,83.19,11490
2024-02-14,82.44,83.82,81.56,83.2,17558
2024-02-15,84.21,84.56,83.29,83.42,23214
2024-02-16,84.99,86.31,84.85,85.73,19766
2024-02-17,87.0,87.48,86.18,87.3,31949
2024-02-18,87.5,88.41,86.47,87.4,13842
2024-02-19,88.89,90.84,88.07,89.88,26348
2024-02-20,91.35,91.73,90.26,90.57,26754
2024-02-21,90.65,91.11,90.51,90.54,26810
2024-02-22,93.4,93.81,92.62,92.68,47425
2024-02-23,94.06,95.78,93.2,94.92,20401
2024-02-24,96.18,96.94,95.18,96.2,49840
2024-02-25,97.44,98.08,96.96,97.46,34892
2024-02-26,99.19,100.07,98.85,99.25,46779
2024-02-27,101.5,102.31,99.61,100.53,24242
2024-02-28,101.92,102.29,101.87,102.18,25254
2024-02-29,103.83,104.67,103.43,104.27,29986
2024-03-01,107.61,108.27,106.43,106.61,33677
2024-03-02,106.08,107.14,105.1,106.88,35356
2024-03-03,108.86,109.19,107.72,108.45,37594
