Date,Open,High,Low,Close,Volume
2024-01-01,105.85,107.63,105.04,106.81,26337
2024-01-02,107.67,108.33,105.74,106.73,20505
2024-01-03,107.98,109.25,107.91,108.7,17136
2024-01-04,108.28,108.45,106.46,107.45,24113
2024-01-05,106.51,107.1,105.58,106.78,47878
2024-01-06,106.5,106.97,104.83,105.66,16916
2024-01-07,105.99,106.43,104.71,105.62,39970
2024-01-08,107.92,108.09,106.45,107.13,13119
2024-01-09,108.48,108.87,107.74,108.42,22223
2024-01-10,110.55,110.78,110.2,110.22,40654
2024-01-11,109.39,110.63,108.61,109.64,30688
2024-01-12,110.32,111.21,109.96,110.21,10033
2024-01-13,111.95,112.86,110.69,111.15,33568
2024-01-14,110.04,110.85,109.99,110.08,17636
2024-01-15,108.95,109.75,108.47,109.09,19900
2024-01-16,108.81,110.44,108.68,109.46,26288
2024-01-17,108.4,109.01,108.13,108.94,19467
2024-01-18,109.41,110.5,108.71,109.59,35686
2024-01-19,108.77,109.61,108.27,109.54,46023
2024-01-20,109.03,110.45,108.79,109.59,26964
2024-01-21,108.35,109.09,106.96,107.62,11078
2024-01-22,106.85,107.76,105.89,107.36,39702
2024-01-23,108.52,109.33,108.47,108.84,35845
2024-01-24,110.36,110.44,109.43,110.0,24776
2024-01-25,111.19,111.53,110.95,111.39,36082
2024-01-26,110.53,111.66,110.38,111.33,11045
2024-01-27,112.22,112.59,110.44,111.38,28787
2024-01-28,110.07,110.32,109.0,110.0,28126
2024-01-29,111.54,112.41,110.01,110.85,17758
2024-01-30,110.5,111.09,109.54,110.5,39362
2024-01-31,110.7,111.91,110.66,111.7,18008
2024-02-01,110.93,111.9,110.6,110.69,26705
2024-02-02,110.07,110.33,109.94,110.3,48096
2024-02-03,108.6,109.45,107.99,108.42,13379
2024-02-04,107.72,107.93,106.89,107.14,47170
2024-02-05,108.86,109.75,107.63,107.97,47347
2024-02-06,107.15,107.66,107.04,107.13,49082
2024-02-07,105.43,105.94,105.39,105.92,49318
2024-02-08,105.13,105.58,104.56,105.44,26222
2024-02-09,104.16,104.57,103.19,103.89,19727
2024-02-10,106.77,107.27,105.09,105.84,40151
2024-02-11,104.25,105.53,104.03,104.87,23239
2024-02-12,103.96,103.97,103.37,103.81,37151
2024-02-13,102.71,103.66,102.3,102.63,39176
2024-02-14,101.91,103.23,101.34,102.77,22287
2024-02-15,102.48,103.37,102.3,102.96,33000
2024-02-16,103.73,104.68,102.6,102.86,21798
2024-02-17,101.3,102.56,100.6,102.22,25956
2024-02-18,101.73,102.71,101.31,101.5,27515
2024-02-19,99.24,99.25,99.18,99.24,42448
2024-02-20,99.16,100.15,98.47,98.62,31401
2024-02-21,98.71,99.03,97.86,98.21,47571
2024-02-22,96.26,97.0,96.21,96.26,17875
2024-02-23,95.9,96.31,95.69,96.03,15930
2024-02-24,93.68,94.05,92.87,93.69,30002
2024-02-25,94.21,94.87,93.27,93.95,31165
2024-02-26,93.85,94.44,92.43,93.16,12140
2024-02-27,90.22,91.66,89.99,91.16,43388
2024-02-28,91.54,91.96,91.18,91.62,43630
2024-02-29,91.74,92.44,91.06,91.84,11302
2024-03-01,88.87,90.2,88.35,89.84,48412
2024-03-02,87.85,89.54,87.39,88.58,46782
2024-03-03,88.6,89.69,87.66,88.78,31999
