Date,Open,High,Low,Close,Volume
2024-01-01,51.08,51.76,49.95,50.81,18269
2024-01-02,51.48,52.29,50.44,51.3,40231
2024-01-03,50.02,51.05,49.27,50.43,20156
2024-01-04,49.3,50.34,48.46,50.04,25114
2024-01-05,50.04,51.12,49.12,50.56,11116
2024-01-06,52.09,53.39,51.98,52.41,48562
2024-01-07,49.43,50.68,48.61,50.42,41799
2024-01-08,49.95,50.8,48.67,49.48,31492
2024-01-09,47.99,49.57,47.19,48.66,49679
2024-01-10,48.09,48.76,47.32,47.5,32664
2024-01-11,47.62,49.06,46.68,48.3,13480
2024-01-12,51.02,51.48,49.91,50.26,11406
2024-01-13,50.54,52.24,50.33,51.47,39061
2024-01-14,52.54,52.68,52.27,52.5,41356
2024-01-15,55.11,55.25,54.34,54.41,32640
2024-01-16,54.22,54.44,53.52,53.92,45428
2024-01-17,53.04,53.29,51.7,52.11,11317
2024-01-18,52.01,53.09,51.62,52.59,49093
2024-01-19,52.85,53.44,51.9,53.15,37739
2024-01-20,50.94,51.68,50.45,51.36,34127
2024-01-21,52.24,53.11,51.45,51.98,40420
2024-01-22,52.76,53.16,51.95,53.13,21323
2024-01-23,54.89,55.54,53.94,54.32,42593
2024-01-24,55.21,56.45,54.38,55.86,24868
2024-01-25,54.57,54.95,53.71,54.12,13010
2024-01-26,54.41,55.23,54.12,54.68,47801
2024-01-27,55.04,56.19,54.88,55.8,49109
2024-01-28,57.09,58.23,56.21,57.36,17474
2024-01-29,55.99,56.31,55.24,55.68,13848
2024-01-30,54.86,56.05,54.66,55.64,34125
2024-01-31,54.05,54.81,54.03,54.15,32383
2024-02-01,55.92,56.5,55.21,55.87,20398
2024-02-02,57.43,57.8,57.03,57.51,32757
2024-02-03,57.99,58.06,57.65,58.01,18275
2024-02-04,56.7,57.03,56.26,56.52,46385
2024-02-05,55.4,55.76,54.64,54.86,29009
2024-02-06,54.3,54.86,54.28,54.86,42034
2024-02-07,56.48,56.84,55.87,56.15,49778
2024-02-08,55.69,55.92,54.86,55.41,35013
2024-02-09,54.45,55.77,53.82,55.32,40511
2024-02-10,56.78,57.69,56.01,56.25,34705
2024-02-11,58.57,58.71,57.73,58.32,32938
2024-02-12,58.42,59.07,57.48,58.21,11546
2024-02-13,57.43,58.91,56.76,58.34,23570
2024-02-14,61.06,61.22,60.41,60.76,28341
2024-02-15,61.37,63.27,60.98,62.36,38998
2024-02-16,65.21,65.43,64.23,64.5,19777
2024-02-17,64.45,64.55,63.5,64.09,17304
2024-02-18,66.16,67.03,65.33,65.47,10422
2024-02-19,66.77,68.05,66.56,67.62,18791
2024-02-20,67.28,67.41,66.89,67.25,44632
2024-02-21,69.18,69.84,68.92,69.58,46131
2024-02-22,70.48,71.16,70.1,70.23,35778
2024-02-23,71.04,71.56,69.77,70.32,27831
2024-02-24,71.69,72.16,70.78,71.42,13016
2024-02-25,71.16,72.59,70.37,71.71,20116
2024-02-26,72.4,72.64,71.99,72.22,10406
2024-02-27,72.65,74.13,72.33,73.59,26622
2024-02-28,74.02,75.49,73.54,74.93,28996
2024-02-29,77.43,77.61,75.68,76.64,31079
2024-03-01,76.2,76.95,75.73,76.4,33311
2024-03-02,77.49,78.62,77.28,78.27,35350
2024-03-03,80.47,81.22,79.57,80.06,40171
