Date,Open,High,Low,Close,Volume
2024-01-01,140.95,141.91,140.0,140.05,31079
2024-01-02,141.07,141.24,139.94,140.63,42100
2024-01-03,139.82,141.52,139.03,140.58,23062
2024-01-04,142.63,142.77,141.99,142.25,44011
2024-01-05,143.55,144.01,142.2,143.12,22267
2024-01-06,143.92,144.63,143.21,143.51,24582
2024-01-07,144.16,145.35,144.1,144.76,26319
2024-01-08,142.83,143.74,142.48,142.92,40284
2024-01-09,144.4,145.31,143.9,144.08,13018
2024-01-10,143.3,143.43,141.85,142.47,41557
2024-01-11,141.94,142.33,141.59,142.23,11963
2024-01-12,141.98,142.48,140.88,141.56,26353
2024-01-13,143.82,143.95,142.11,142.99,32973
2024-01-14,144.19,144.86,143.22,144.05,25118
2024-01-15,144.89,145.94,144.84,145.6,34424
2024-01-16,145.61,145.7,144.51,144.72,10661
2024-01-17,146.31,147.13,145.34,145.62,27765
2024-01-18,146.5,146.66,144.94,145.86,24502
2024-01-19,147.65,148.16,146.62,146.66,16437
2024-01-20,145.01,145.78,144.41,145.68,29947
2024-01-21,145.47,146.3,145.17,145.95,35928
2024-01-22,147.15,147.83,146.47,146.69,44554
2024-01-23,147.21,147.98,147.0,147.55,40997
2024-01-24,148.82,149.61,148.01,149.04,18228
2024-01-25,148.89,149.39,147.38,148.1,35155
2024-01-26,147.14,148.33,146.84,147.89,33784
2024-01-27,147.7,148.3,147.04,147.19,17811
2024-01-28,146.78,148.25,145.9,147.28,12107
2024-01-29,148.57,148.78,147.87,148.5,47454
2024-01-30,148.29,148.84,147.68,148.77,45786
2024-01-31,149.39,150.81,149.29,150.35,12456
2024-02-01,150.36,150.52,149.65,150.17,31443
2024-02-02,149.28,150.03,148.29,149.19,32756
2024-02-03,150.35,151.07,148.9,149.82,32676
2024-02-04,148.25,148.41,147.26,148.35,34853
2024-02-05,148.54,148.74,148.09,148.55,44135
2024-02-06,148.74,148.82,148.26,148.65,36102
2024-02-07,147.3,148.0,147.3,147.45,41435
2024-02-08,147.12,147.37,146.34,146.55,45770
2024-02-09,146.52,147.17,144.71,145.59,38332
2024-02-10,145.58,147.25,145.07,146.32,18474
2024-02-11,147.27,147.88,147.23,147.39,34064
2024-02-12,149.4,150.41,148.44,149.82,41220
2024-02-13,151.16,151.88,149.71,150.17,28277
2024-02-14,151.51,152.68,151.48,151.92,45956
2024-02-15,151.92,152.53,151.11,152.44,14691
2024-02-16,154.28,154.81,153.86,154.18,33014
2024-02-17,154.77,155.83,154.58,155.5,36228
2024-02-18,157.6,158.33,156.8,157.88,13835
2024-02-19,160.42,160.7,158.77,159.43,15783
2024-02-20,161.2,162.04,160.28,160.6,29258
2024-02-21,161.58,162.91,161.55,162.21,10271
2024-02-22,163.69,164.2,162.3,163.16,20659
2024-02-23,165.01,165.93,163.95,164.52,20993
2024-02-24,164.79,165.23,163.75,164.05,44953
2024-02-25,164.47,164.61,163.78,164.0,26547
2024-02-26,163.08,164.74,162.27,163.89,26351
2024-02-27,164.54,164.86,164.54,164.65,11333
2024-02-28,165.32,166.26,165.1,165.54,12951
2024-02-29,164.85,165.51,164.35,165.14,17671
2024-03-01,166.34,167.32,165.56,167.26,21678
2024-03-02,168.86,169.08,168.36,168.84,26266
2024-03-03,170.31,170.66,169.14,169.94,27679
