Date,Open,High,Low,Close,Volume
2024-01-01,143.93,144.53,142.52,143.25,26590
2024-01-02,143.71,144.93,143.25,144.5,40773
2024-01-03,142.17,143.28,141.73,142.61,44316
2024-01-04,142.31,143.68,141.77,143.23,49234
2024-01-05,144.44,145.2,143.6,144.99,48600
2024-01-06,144.4,145.33,143.58,143.62,29939
2024-01-07,145.63,146.28,145.17,145.48,33518
2024-01-08,142.93,144.21,142.28,143.59,37643
2024-01-09,144.86,145.14,144.12,144.21,41393
2024-01-10,144.24,145.05,143.43,143.93,17532
2024-01-11,143.47,143.66,142.35,143.01,33980
2024-01-12,140.99,142.57,140.64,141.69,15200
2024-01-13,141.18,141.57,140.94,141.25,19109
2024-01-14,140.47,141.47,139.82,141.04,21154
2024-01-15,141.76,142.37,141.17,142.36,16551
2024-01-16,142.63,143.54,141.51,141.67,24591
2024-01-17,141.2,141.73,140.69,141.06,41839
2024-01-18,142.11,142.58,141.03,141.61,26719
2024-01-19,142.64,143.58,141.91,143.42,13356
2024-01-20,144.17,144.88,143.82,144.08,20441
2024-01-21,145.25,146.12,145.03,145.15,44308
2024-01-22,143.93,144.29,143.69,143.81,45108
2024-01-23,142.64,143.78,142.0,143.56,22500
2024-01-24,141.14,141.93,140.59,141.74,20509
2024-01-25,142.54,143.4,141.48,142.2,19922
2024-01-26,142.97,143.09,141.84,142.49,49400
2024-01-27,143.22,143.24,142.48,142.78,44307
2024-01-28,142.39,143.46,142.11,142.5,41345
2024-01-29,142.99,143.51,141.84,142.72,10376
2024-01-30,140.17,141.45,140.07,140.77,19422
2024-01-31,142.74,143.17,141.66,142.46,18415
2024-02-01,141.6,142.05,140.86,141.01,22795
2024-02-02,141.71,143.09,141.67,142.2,46394
2024-02-03,143.78,144.67,143.18,143.23,18450
2024-02-04,145.74,145.97,144.53,144.78,21015
2024-02-05,145.41,146.36,145.05,145.69,38861
2024-02-06,144.21,146.13,143.45,145.2,31613
2024-02-07,146.48,147.04,145.75,146.75,22235
2024-02-08,146.44,147.17,145.8,146.88,26893
2024-02-09,146.66,147.54,146.12,146.92,21787
2024-02-10,148.58,148.61,147.71,148.17,37805
2024-02-11,146.99,147.91,146.77,147.25,23093
2024-02-12,147.93,148.47,146.53,147.23,13280
2024-02-13,146.32,147.64,145.78,146.81,47594
2024-02-14,144.14,145.34,143.77,144.4,20820
2024-02-15,145.04,145.66,143.39,144.06,41608
2024-02-16,144.19,145.04,143.36,143.95,30280
2024-02-17,143.8,144.33,142.17,143.02,36322
2024-02-18,141.93,143.67,141.33,142.69,36748
2024-02-19,141.78,143.04,141.7,142.54,15457
2024-02-20,142.18,142.38,140.73,141.59,26919
2024-02-21,142.46,143.37,140.91,141.49,40056
2024-02-22,140.17,141.82,140.08,141.11,38624
2024-02-23,141.16,141.56,140.43,140.54,12309
2024-02-24,139.88,140.54,138.88,139.29,11629
2024-02-25,139.75,140.61,138.95,139.72,46631
2024-02-26,138.86,139.85,137.77,138.74,40687
2024-02-27,137.49,138.13,136.24,136.83,44174
2024-02-28,135.29,135.94,134.97,135.78,39403
2024-02-29,134.97,135.93,134.85,135.12,37456
2024-03-01,132.93,133.44,132.76,133.1,32692
2024-03-02,131.66,132.01,130.07,131.06,29176
2024-03-03,130.72,131.33,130.05,130.31,25508
