Date,Open,High,Low,Close,Volume
2024-01-01,128.63,128.8,128.24,128.31,29773
2024-01-02,127.83,128.81,126.9,128.07,35649
2024-01-03,127.48,128.4,127.12,128.15,28042
2024-01-04,129.09,129.75,127.88,128.44,33327
2024-01-05,127.21,128.18,126.11,126.56,23405
2024-01-06,125.45,126.64,124.71,125.92,13949
2024-01-07,126.79,127.41,126.28,127.22,11499
2024-01-08,129.66,130.53,128.22,128.8,17269
2024-01-09,131.28,132.27,129.8,130.34,22600
2024-01-10,130.94,132.35,130.43,131.5,24135
2024-01-11,132.1,132.98,130.69,131.66,41604
2024-01-12,130.98,131.89,130.93,131.41,10881
2024-01-13,129.93,130.36,129.29,130.07,22639
2024-01-14,131.14,131.8,129.93,130.38,41222
2024-01-15,129.68,129.94,129.12,129.92,30814
2024-01-16,130.7,131.32,129.07,129.76,26891
2024-01-17,127.88,128.65,127.27,127.77,40691
2024-01-18,129.93,130.58,129.14,129.16,18907
2024-01-19,130.88,131.13,130.42,131.12,28508
2024-01-20,132.84,133.41,131.07,131.93,36067
2024-01-21,133.45,134.24,132.63,133.89,14119
2024-01-22,133.55,133.87,133.18,133.45,39222
2024-01-23,131.91,132.9,131.65,132.53,39510
2024-01-24,133.22,133.98,132.49,133.12,14968
2024-01-25,131.36,132.14,130.52,131.94,42416
2024-01-26,133.71,134.7,133.21,133.61,41046
2024-01-27,133.65,134.7,133.38,133.77,21763
2024-01-28,134.09,134.42,132.85,133.63,20638
2024-01-29,132.12,133.24,131.25,132.52,10775
2024-01-30,133.71,134.39,132.8,133.83,37736
2024-01-31,134.36,134.67,133.25,133.37,43137
2024-02-01,134.43,135.05,132.78,133.6,11416
2024-02-02,135.64,136.27,134.51,134.82,11941
2024-02-03,134.78,136.49,133.95,135.76,44718
2024-02-04,135.94,136.65,135.14,135.28,38548
2024-02-05,134.02,134.66,133.06,133.3,28957
2024-02-06,134.25,135.47,133.68,134.9,26256
2024-02-07,136.44,136.94,136.07,136.6,14607
2024-02-08,138.02,139.29,137.66,138.39,36846
2024-02-09,138.41,138.98,138.16,138.26,48685
2024-02-10,138.35,139.71,137.79,138.8,33053
2024-02-11,138.72,139.73,137.83,138.86,20063
2024-02-12,141.0,141.71,139.25,140.08,35074
2024-02-13,142.57,142.98,141.22,142.06,18262
2024-02-14,143.42,143.92,143.41,143.53,32893
2024-02-15,143.63,144.25,143.28,144.05,45830
2024-02-16,145.23,146.15,144.91,145.58,16525
2024-02-17,146.45,147.35,146.45,146.55,43373
2024-02-18,147.1,147.13,145.53,146.48,15556
2024-02-19,147.8,148.04,146.49,147.32,30862
2024-02-20,147.02,147.28,146.59,147.03,28086
2024-02-21,149.1,149.57,147.87,148.54,28337
2024-02-22,149.48,149.85,147.99,148.94,38439
2024-02-23,150.38,150.48,149.9,150.2,39880
2024-02-24,153.41,154.35,152.13,152.65,49938
2024-02-25,153.1,153.92,152.04,152.28,27582
2024-02-26,152.33,153.13,151.54,152.88,28536
2024-02-27,154.66,154.99,152.86,153.75,26845
2024-02-28,155.04,156.29,155.03,155.9,25843
2024-02-29,156.28,157.26,154.85,155.77,23180
2024-03-01,157.2,158.3,157.19,157.76,18796
2024-03-02,157.96,158.7,157.15,158.36,16005
2024-03-03,159.76,160.2,158.21,159.19,13303
